agentID, delayTime
MN2729,    43.19
MN2607,    43.57
MN0669,    46.68
MN1517,    44.22
MN1638,    44.27
MN0307,    44.71
MN2726,    44.49
MN2847,    43.63
MN0546,    42.92
MN0788,    41.99
MN1999,    42.93
MN2967,    44.29
MN1843,    42.42
MN2811,    45.14
MN0995,    42.41
MN1963,    44.85
MN1720,    43.12
MN0631,    43.83
MN1960,    44.33
MN0750,    48.65
MN0871,    44.07
MN1609,    43.04
MN2818,    43.09
MN1728,    42.86
MN2938,    42.56
MN1848,    44.43
MN1968,    45.24
MN0516,    46.33
MN0758,    45.70
MN2935,    44.77
MN1603,    41.31
MN1724,    42.78
MN0877,    45.80
MN0522,    41.98
MN0764,    46.89
MN1732,    44.87
MN1853,    43.91
MN1974,    44.25
MN1851,    44.08
MN1972,    44.80
MN0640,    43.50
MN0882,    47.88
MN2829,    44.94
MN0528,    45.12
MN1739,    43.76
MN0406,    45.25
MN1615,    46.12
MN1736,    43.21
MN1857,    41.09
MN2825,    43.41
MN0887,    45.24
MN2703,    45.71
MN2945,    43.20
MN0646,    43.63
