agentID, delayTime
MN0650,    22.49
MN0530,    18.96
MN0772,    21.48
MN0890,    19.80
MN0418,    16.60
MN1629,    16.97
MN1507,    21.14
MN0416,    20.43
MN0537,    20.88
MN0779,    22.51
MN0538,    20.29
MN0659,    18.62
MN1505,    18.15
MN1626,    25.05
MN0414,    24.95
MN0777,    20.52
MN0899,    22.35
MN1503,    20.98
MN0423,    22.33
MN0665,    18.29
MN0666,    19.08
MN0787,    26.75
MN1512,    19.33
MN0784,    19.14
MN0543,    19.50
MN1631,    20.60
MN0540,    18.31
MN0420,    21.24
MN0662,    20.50
MN0781,    22.08
MN0308,    22.37
MN1518,    20.40
MN1639,    22.45
MN0427,    23.94
MN1637,    19.77
MN0304,    22.11
MN1515,    21.39
MN0305,    20.19
MN0547,    23.75
MN1635,    21.77
MN0790,    21.44
MN0511,    17.79
MN0632,    18.22
MN0753,    23.27
MN1600,    21.29
MN0994,    20.51
MN0873,    24.43
MN0870,    21.82
MN0992,    21.60
MN0519,    24.83
MN0759,    19.25
MN0639,    19.49
MN1606,    19.59
MN0878,    18.11
MN1605,    16.73
MN0999,    20.12
MN0513,    16.07
MN0876,    22.56
MN0514,    22.10
MN0635,    19.95
MN0756,    21.72
MN0997,    21.68
MN1602,    20.23
MN0643,    24.59
MN0402,    23.75
MN0765,    18.47
MN0886,    19.39
MN1610,    21.86
MN0521,    20.06
MN0884,    18.86
MN0881,    19.06
MN0761,    19.82
MN1619,    22.23
MN0407,    18.37
MN1618,    25.95
MN0405,    17.25
MN0889,    21.44
MN0527,    21.67
MN0648,    21.95
MN0769,    19.14
MN0524,    23.03
MN0645,    21.85
MN0767,    19.94
MN1613,    21.44
