agentID, delayTime
MM0071, 5502.10
MB0108, 3596.82
MB0224, 7358.04
MB0102, 3400.42
MM0195, 14809.75
MM0075, 5804.63
MB0226, 7421.29
MB0104, 3466.74
MB0220, 7227.43
MB0222, 7294.50
MB0100, 3338.28
MT0213, 13315.12
MT0217, 13558.62
MM0187, 14209.28
MM0067, 5199.83
MB0118, 3920.42
MB0238, 7803.11
MB0114, 3793.49
MM0183, 13909.72
MM0063, 4896.21
MB0234, 7675.55
MB0116, 3857.85
MB0236, 7738.33
MB0110, 3661.65
MB0230, 7547.92
MT0109, 6881.60
MB0112, 3727.77
MT0229, 14306.89
MB0232, 7610.77
MT0101, 6382.13
MT0221, 13807.13
MT0105, 6631.12
MT0225, 14057.93
MM0055, 4294.66
MM0299, 22617.06
MM0179, 13603.23
MM0059, 4593.29
